open_time,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote
2026-07-26 12:00:00,1.1004,1.1029,1.0985,1.0987,1281421.5,1410058.94441,5742,558247.0,614379.97858
2026-07-26 13:00:00,1.0987,1.0988,1.0962,1.0977,1091648.3,1197920.05995,5261,401141.1,440243.13909
2026-07-26 14:00:00,1.0977,1.1016,1.0961,1.0998,1603112.2,1761543.83743,10521,740991.3,814308.73467
2026-07-26 15:00:00,1.0999,1.1053,1.0992,1.1047,1286432.8,1418214.55167,10059,646794.6,713131.85576
2026-07-26 16:00:00,1.1047,1.1069,1.1019,1.1031,1064579.9,1175432.53734,8330,444178.2,490560.81209
2026-07-26 17:00:00,1.1031,1.1033,1.101,1.102,709525.4,781865.09723,5370,344460.0,379566.71966
2026-07-26 18:00:00,1.1021,1.1032,1.1008,1.103,838027.6,923296.47146,3334,343371.4,378383.34422
2026-07-26 19:00:00,1.1031,1.1033,1.1014,1.1023,329920.9,363708.57909,2725,123403.1,136057.56213
2026-07-26 20:00:00,1.1024,1.1026,1.1008,1.1009,248795.8,274064.15067,1928,123406.0,135941.70565
2026-07-26 21:00:00,1.1009,1.1057,1.1001,1.1039,734997.3,811004.15533,6559,347171.5,383032.19843
2026-07-26 22:00:00,1.104,1.114,1.104,1.1126,4162638.7,4622009.04859,21405,2737259.6,3038926.69135
2026-07-26 23:00:00,1.1126,1.1167,1.1102,1.1131,2166528.1,2412360.33559,14290,1152774.1,1283839.97754
2026-07-27 00:00:00,1.1131,1.1134,1.107,1.1088,1802988.6,2001607.79482,11272,590935.6,656049.13075
2026-07-27 01:00:00,1.1088,1.1103,1.1025,1.1079,1272648.5,1407760.0044,10358,434935.6,481403.19513
2026-07-27 02:00:00,1.108,1.1088,1.1051,1.1057,882099.0,976315.94513,8228,365963.9,405103.59976
2026-07-27 03:00:00,1.1057,1.1082,1.1041,1.1074,1167971.8,1292139.03306,7357,453881.4,502099.34892
2026-07-27 04:00:00,1.1074,1.1099,1.1057,1.1064,1231776.8,1364682.24886,10079,389049.5,431024.25786
2026-07-27 05:00:00,1.1065,1.1107,1.1061,1.1104,1234579.1,1368716.17616,8540,528467.9,586014.23517
2026-07-27 06:00:00,1.1103,1.1153,1.11,1.111,1931938.8,2148671.35419,15070,702851.4,781611.42945
2026-07-27 07:00:00,1.1109,1.1117,1.1066,1.1077,1389636.5,1541816.30235,10116,551361.8,611740.23158
2026-07-27 08:00:00,1.1077,1.1081,1.1055,1.1066,1339573.0,1483183.18061,7642,396090.5,438518.82964
2026-07-27 09:00:00,1.1065,1.1092,1.1039,1.108,1733593.6,1918558.75173,9659,922956.0,1021655.79808
2026-07-27 10:00:00,1.108,1.1095,1.1068,1.1078,1436231.8,1591782.04762,7473,612387.2,678722.56935
2026-07-27 11:00:00,1.1079,1.11,1.1041,1.1053,1594815.8,1765239.66852,8932,640275.7,708620.62461
2026-07-27 12:00:00,1.1052,1.1072,1.0992,1.105,2280406.7,2515722.70111,13484,893894.9,986034.14709
2026-07-27 13:00:00,1.105,1.1141,1.1024,1.1076,3505039.8,3885743.18427,26444,1568317.1,1738152.67584
2026-07-27 14:00:00,1.1076,1.1083,1.0856,1.0907,6833655.6,7473246.35942,53093,2702099.1,2952647.29771
2026-07-27 15:00:00,1.0906,1.0919,1.0862,1.0865,3020997.6,3290082.47089,28144,1198262.1,1305114.40422
2026-07-27 16:00:00,1.0865,1.0956,1.0858,1.0936,2645193.7,2886210.46392,18345,1450592.0,1583391.06013
2026-07-27 17:00:00,1.0936,1.096,1.0861,1.094,3006940.1,3283681.33413,12845,1116345.8,1220263.75528
2026-07-27 18:00:00,1.094,1.0949,1.0867,1.0902,2772641.0,3021204.98806,13004,1320033.8,1437687.41845
2026-07-27 19:00:00,1.0902,1.0955,1.0885,1.0924,2375361.7,2594550.89592,14037,1438894.1,1571616.47375
