open_time,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote
2026-07-26 12:00:00,1885.87,1893.89,1885.68,1886.57,5314.2072,10039952.952593,57480,2781.9158,5255918.559093
2026-07-26 13:00:00,1886.57,1888.86,1881.61,1886.62,5619.0793,10596465.866934,47445,2365.7751,4461345.907905
2026-07-26 14:00:00,1886.62,1900.31,1886.61,1898.59,8707.353,16504968.896199,109570,4920.9088,9327204.031848
2026-07-26 15:00:00,1898.58,1917.82,1898.06,1914.63,14677.3578,28023922.006253,159880,8005.9769,15287102.02552
2026-07-26 16:00:00,1914.63,1928.08,1908.75,1916.2,15888.944,30495035.327422,151783,7771.2487,14919420.688456
2026-07-26 17:00:00,1916.19,1917.77,1910.8,1911.23,4119.5811,7885652.085688,64168,1678.5544,3213388.174498
2026-07-26 18:00:00,1911.23,1916.53,1911.05,1914.49,3715.1635,7108892.969888,40558,2102.5624,4023335.812369
2026-07-26 19:00:00,1914.49,1915.86,1912.09,1914.2,4682.416,8959367.761191,38745,2306.7466,4413607.773412
2026-07-26 20:00:00,1914.21,1914.56,1911.14,1913.8,2328.0884,4453700.671799,29098,1359.0243,2599868.479772
2026-07-26 21:00:00,1913.79,1930.0,1913.79,1925.91,8394.0362,16141500.165775,103198,4787.7314,9202769.869546
2026-07-26 22:00:00,1925.91,1953.03,1925.91,1949.81,23344.9293,45337022.814074,219536,13102.6613,25452499.298529
2026-07-26 23:00:00,1949.81,1967.36,1945.99,1954.72,25239.8549,49370721.238888,179614,13182.9366,25798401.415616
2026-07-27 00:00:00,1954.72,1955.42,1939.67,1942.54,10815.7364,21044288.8173,126215,4869.0314,9475233.30508
2026-07-27 01:00:00,1942.54,1948.46,1936.51,1948.2,8651.072,16815607.162238,124558,4119.7062,8009446.976289
2026-07-27 02:00:00,1948.2,1949.15,1941.48,1943.1,8333.0669,16216426.37265,69839,4468.8428,8696141.483713
2026-07-27 03:00:00,1943.09,1950.78,1942.42,1949.64,6458.3303,12568929.189071,41745,4065.7334,7912533.419574
2026-07-27 04:00:00,1949.65,1962.77,1948.54,1953.43,13061.709,25533890.212588,106815,8219.3948,16067610.314437
2026-07-27 05:00:00,1953.43,1970.43,1952.63,1965.65,15079.6006,29586446.794334,80096,8542.8677,16764254.32028
2026-07-27 06:00:00,1965.65,1981.24,1963.64,1968.45,25003.724,49307890.482437,183111,15002.4285,29591387.319561
2026-07-27 07:00:00,1968.45,1971.7,1960.86,1964.36,16580.0434,32615947.028064,107087,5887.2743,11583190.460639
2026-07-27 08:00:00,1964.37,1968.75,1961.81,1964.25,8606.9437,16920939.301746,92869,4246.2338,8347954.952154
2026-07-27 09:00:00,1964.25,1968.29,1956.87,1965.19,10222.2378,20057639.657099,85764,4862.9313,9544027.710703
2026-07-27 10:00:00,1965.19,1972.0,1963.8,1967.43,6133.2776,12067326.001721,56175,3539.0491,6963014.242735
2026-07-27 11:00:00,1967.42,1967.43,1958.11,1959.67,7353.3544,14431515.821154,73904,3553.7207,6975461.669222
2026-07-27 12:00:00,1959.67,1964.6,1943.0,1957.59,14137.4186,27609582.90478,117926,6969.9344,13615796.024339
2026-07-27 13:00:00,1957.6,1977.99,1950.95,1961.16,31081.0997,61050513.184173,323458,14226.6107,27959879.906522
2026-07-27 14:00:00,1961.18,1966.99,1919.09,1932.3,38196.3783,74081743.460564,384625,16445.9709,31890056.323567
2026-07-27 15:00:00,1932.3,1937.87,1924.83,1927.75,16079.6453,31039973.018949,224473,6260.4324,12088112.311749
2026-07-27 16:00:00,1927.74,1946.9,1922.65,1940.57,11388.9731,22049385.520953,127614,5820.8858,11272708.613947
2026-07-27 17:00:00,1940.57,1946.06,1935.1,1943.71,8370.8405,16256585.7934,110093,4520.7108,8781308.994122
2026-07-27 18:00:00,1943.72,1944.66,1929.2,1939.2,6892.7477,13345558.961171,80766,3299.1906,6386605.942767
2026-07-27 19:00:00,1939.21,1955.41,1937.75,1948.31,10768.3753,20982256.490968,113281,5775.8487,11253338.458859
